rank	candidate_id	receptor_A	receptor_B	linker	biased_pathways	chain_soundness	track_a	track_b	composite_reward	tier	verdict	notes
276	FGFR4_NTRK2__GS_med	FGFR4	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
277	IGF1R_EPHA4__GS_med	IGF1R	EPHA4	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
278	IGF1R_NTRK2__GS_med	IGF1R	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
279	INSR_EPHA4__GS_med	INSR	EPHA4	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
280	INSR_NTRK2__GS_med	INSR	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
281	MET_EPHA4__GS_short	MET	EPHA4	GS_short	MAPK	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, EPH); axis: stress; linker: GS_short (10 aa, flexible).
282	MET_EPHA4__EAAAK_x4	MET	EPHA4	EAAAK_x4	MAPK	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
283	MET_NTRK2__GS_med	MET	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, TRK); axis: stress; linker: GS_med (20 aa, flexible).
284	PDGFRA_EPHA4__GS_med	PDGFRA	EPHA4	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
285	PDGFRA_NTRK2__GS_med	PDGFRA	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
286	PDGFRB_EPHA4__GS_med	PDGFRB	EPHA4	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
287	PDGFRB_NTRK2__GS_med	PDGFRB	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
288	PDGFRA_PDGFRB__XTEN_36	PDGFRA	PDGFRB	XTEN_36	MAPK,PLCG,STAT3	0.550	-0.9722	0.550	-0.4013	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
289	ERBB2_NTRK2__XTEN_36	ERBB2	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
290	EGFR_NTRK2__XTEN_36	EGFR	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
291	FGFR1_NTRK2__XTEN_36	FGFR1	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
292	FGFR2_NTRK2__XTEN_36	FGFR2	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
293	FGFR4_NTRK2__XTEN_36	FGFR4	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
294	IGF1R_EPHA4__XTEN_36	IGF1R	EPHA4	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
295	IGF1R_NTRK2__XTEN_36	IGF1R	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
296	INSR_EPHA4__XTEN_36	INSR	EPHA4	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
297	INSR_NTRK2__XTEN_36	INSR	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
298	MET_NTRK2__XTEN_36	MET	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
299	PDGFRA_EPHA4__XTEN_36	PDGFRA	EPHA4	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
300	PDGFRA_NTRK2__XTEN_36	PDGFRA	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
301	PDGFRB_EPHA4__XTEN_36	PDGFRB	EPHA4	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
302	PDGFRB_NTRK2__XTEN_36	PDGFRB	NTRK2	XTEN_36	(none)	0.400	-0.8934	0.400	-0.4084	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
303	ERBB2_NTRK2__GS_short	ERBB2	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: GS_short (10 aa, flexible).
304	ERBB2_NTRK2__EAAAK_x4	ERBB2	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
305	EGFR_NTRK2__GS_short	EGFR	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: GS_short (10 aa, flexible).
306	EGFR_NTRK2__EAAAK_x4	EGFR	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
307	FGFR1_NTRK2__GS_short	FGFR1	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
308	FGFR1_NTRK2__EAAAK_x4	FGFR1	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
309	FGFR2_NTRK2__GS_short	FGFR2	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
310	FGFR2_NTRK2__EAAAK_x4	FGFR2	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
311	FGFR4_NTRK2__GS_short	FGFR4	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
312	FGFR4_NTRK2__EAAAK_x4	FGFR4	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
313	IGF1R_EPHA4__GS_short	IGF1R	EPHA4	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
314	IGF1R_EPHA4__EAAAK_x4	IGF1R	EPHA4	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
315	IGF1R_NTRK2__GS_short	IGF1R	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
316	IGF1R_NTRK2__EAAAK_x4	IGF1R	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
317	INSR_EPHA4__GS_short	INSR	EPHA4	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
318	INSR_EPHA4__EAAAK_x4	INSR	EPHA4	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
319	INSR_NTRK2__GS_short	INSR	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
320	INSR_NTRK2__EAAAK_x4	INSR	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
321	MET_NTRK2__GS_short	MET	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, TRK); axis: stress; linker: GS_short (10 aa, flexible).
322	MET_NTRK2__EAAAK_x4	MET	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
323	PDGFRA_EPHA4__GS_short	PDGFRA	EPHA4	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
324	PDGFRA_EPHA4__EAAAK_x4	PDGFRA	EPHA4	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
325	PDGFRA_NTRK2__GS_short	PDGFRA	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
326	PDGFRA_NTRK2__EAAAK_x4	PDGFRA	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
327	PDGFRB_EPHA4__GS_short	PDGFRB	EPHA4	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
328	PDGFRB_EPHA4__EAAAK_x4	PDGFRB	EPHA4	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
329	PDGFRB_NTRK2__GS_short	PDGFRB	NTRK2	GS_short	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: GS_short (10 aa, flexible).
330	PDGFRB_NTRK2__EAAAK_x4	PDGFRB	NTRK2	EAAAK_x4	(none)	0.350	-0.8934	0.350	-0.4271	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
